id,question,A,B,C,D,correct_letter,correct_text,clean_exp,mode,model_name,model_id,answer_provider,answer_model_name,verifier_provider,verifier_model,verifier_model_name,predicted_letter,predicted_text,is_correct,retrieved_context,retrieved_ids,retrieved_scores,hallucination_label,hallucination_reason,timestamp_utc
384a9281-2ee1-480b-a7d8-fd3ef49558e5,27.	The lateral spread of dental caries is facilitated mostly  by the,Enamel spindles,Dentinoenamel junction,Enamel lamellae,Striae of Retzius,B,Dentinoenamel junction,,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini-2.5-flash,B,Dentinoenamel junction,True,,,,,,2026-04-16T16:47:30.656719+00:00
ae860b65-53a5-4547-b627-494174e15c3c,A second-year PG resident tells you to perform an ABG of a patient. All of the following are true about performing an ABG except:,"Before performing the ABG, syringe should be loaded with 0.3 cc of heparin","Normal pH, HCO. and PCO, levels may not indicate absence of an acid-base imbalance",A different site should be tried i f modified Allen's test is negative,Radial aery is the preferred site,A,"Before performing the ABG, syringe should be loaded with 0.3 cc of heparin","Before performing the ABG, syringe should be loaded with 0.3 cc of heparin(: Harrison 18/e p364; http:// emedicine.medscape.comlaiclell 902703-overview).Care should be taken when measuring blood gases to obtain the aerial blood sample without using excessive heparin.Heparin should be expelled from the syringe after loading as it may lead to false pCO2 readings.Precautions:Most syringes come pre-packaged & contain a small amount of heparin, to prevent coagulation.Other syringes may need to be heparinized, by drawing up a small amount of liquid heparin & squiing it out again to remove air bubbles.Once the sample is obtained, care is taken to eliminate visible gas bubbles, as these bubbles can dissolve into the sample & cause inaccurate results.",no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini-2.5-flash,A,"Before performing the ABG, syringe should be loaded with 0.3 cc of heparin",True,,,,,,2026-04-16T16:47:43.696568+00:00
84d89a4f-db04-402d-88ab-ca39f6eee8bd,Respiratory rhythm generation center is located at:,Dorsal respiratory group,Pre-Botzinger complex,Ventral respiratory neurons,Pneumotaxic center,B,Pre-Botzinger complex,Pre-Botzinger complexRef: ptically coupled pacemaker cells in the pre-Botzinger complex (pre-BOTC) on either side of the medulla between the nucleus ambiguus and the lateral reticular nucleus.The main components of the respiratory control pattern generator responsible for automatic respiration are located in the medulla. Rhythmic respiration is initiated by a small group of synaptically coupled pacemaker cells in the pre-Botzinger complex (pre-BOTC) on either side of the medulla between the nucleus ambiguus and the lateral reticular nucleus.,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini-2.5-flash,B,Pre-Botzinger complex,True,,,,,,2026-04-16T16:47:50.969379+00:00
b1cc4ab0-a82c-437a-88c2-00953f3618ff,Gait apraxia is seen in thromboembolic episode involving:,ACA,MCA,PCA,Posterior choroidal aery,A,ACA,"ACA (: Harrison 19/e p163, 18/e p193)Gait apraxia is seen in thromboembolic episode involving anterior cerebral aery.Frontal lobe is mainly supplied by anterior cerebral aery; its occlusion leads to gait apraxia",no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini-2.5-flash,A,ACA,True,,,,,,2026-04-16T16:47:55.860923+00:00
f184a533-98b4-43ad-b1f5-70edc6704d9e,Heavy forces on periodontal ligament causes:,Hyalinization,Osteoclastic activity around tooth,Osteoblastic activity around tooth,Crest bone resorption,A,Hyalinization,,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini-2.5-flash,A,Hyalinization,True,,,,,,2026-04-16T16:48:01.690224+00:00
26160738-1887-4252-86d4-1719a5a80bd3,"About N. gonorrhoea, all are true except",Most common cause of urethritis in male,All stains are highly susceptible to penicillin,Wide spread axoregnic stains cause disseminated gonococcal infection,Found exclusively in human beings,B,All stains are highly susceptible to penicillin,,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini-2.5-flash,B,All stains are highly susceptible to penicillin,True,,,,,,2026-04-16T16:48:06.462912+00:00
6ccd8adb-af24-4e58-82a1-9219dfa37057,"A patient who was on ventilator and being ventilated for past few days, suddenly pulls out the endotracheal tube. What is the next step of management?","Assess the patient, give bag and mask ventilation and look for spontaneous breathing",Sta bag and mask ventilation and reintubate,Sedate and reintubate,Make him sit and do physiotherapy,A,"Assess the patient, give bag and mask ventilation and look for spontaneous breathing","Assess the patient, give bag and mask ventilation and look for spontaneous breathingIn self-extubation, assess the patient, give bag and mask ventilation and look for spontaneous breathing.Unplanned ExtubationUnplanned extubation of mechanically ventilated patients is relatively commonSelf-extubation refers to the patient's action, who deliberately removes the endotracheal tube (MC type of unplanned extubation, typically occur at night)Accidental extubation is attributed either to personnel's inappropriate manipulation of the tube during patient care or to a non-purposeful patient's action, e.g. coughing (mostly occur in the morning) Risk Factors for Unplanned ExtubationPatient factorsStaff factorsMaleDeliriumLight sedationDifficulty in securing tube (e g. facial swelling, facial burns)Previous unplanned extubationJunior staffNurse-to-patient ratioInadequately secured endotracheal tubeand/or checks",no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini-2.5-flash,A,"Assess the patient, give bag and mask ventilation and look for spontaneous breathing",True,,,,,,2026-04-16T16:48:19.131951+00:00
e38402c3-69bf-40a8-90c4-09277ca352eb,"In a	6-month-old child, thick curd like white	patch
appears on the buccal mucosa. On rubbing it leaves an
erythematous patch. Most likely diagnosis is:",Tuberculosis,Lichen planus,Lupus erythematous,Candidiasis,D,Candidiasis,,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini-2.5-flash,D,Candidiasis,True,,,,,,2026-04-16T16:48:26.243047+00:00
9078aaca-bbfd-41cd-ad69-03057fca84ba,Characteristic of venous blood flow of lower limb in duplex Doppler is?,Monophasic,Biphasic,Triphasic,Non phasic,A,Monophasic,Doppler is based on frequency shift and color coding depends on the direction of blood flow Direction of blood flow:- Flow towards the probe- Red- Flow away from probe- Blue Intensity of color depends on velocity of flow Doppler effect: change in frequency because of relative motion between moving source of sound and observer. Direction of flow Color doppler showing CCA bifurcation Spectral doppler: Cursor is placed into the area of blood vessel we want to trace and its velocity is measured.An angle has to be maintained to obtain a proper image- Ideal angle = 0o (practically not possible)- Optimal angle = 45o-60o (never 90o) Spectral doppler of aeries Low resistance High resistance Example: Brain aeries ICA CCA VA- Renal aeries| Monophasic with pattern pulsatility Example: - Extremity aeries ECA | Triphasic pattern Normal Peripheral Aerial Waveform Triphasic waveform Initial high velocity forward flow component Early diastolic reverse flow component Late diastolic forward flow component Narrow systolic window Venous doppler:- It is Monophasic- during free breathing variations in amplitude due to cardiac and respiratory phasicity- In breath hold- pressure changes of . Atrium are reflected back in the major veins,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini-2.5-flash,A,Monophasic,True,,,,,,2026-04-16T16:48:50.032561+00:00
ac6be140-880b-40c6-9855-01f30c8dd7b2,"The source of calcium ions of a calcific bridge in a
tooth in which calcium hydroxide pulpotomy has been
performed is:",Blood vessel borne,Derided cells,Dentin,From the calcium hydroxide,A,Blood vessel borne,,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini-2.5-flash,D,From the calcium hydroxide,False,,,,FACTUAL_ERROR,"```json
{
  ""label"": """",
  ""reason"": ""The model incorrectly identifies calcium hydroxide as the direct source of calcium ions for the calcific bridge. While calcium hydroxide stimulates the formation of the bridge, the calcium ions incorporated into the newly formed biological tissue are derived from the patient's systemic circulation, delivered via blood vessels.""
}
```",2026-04-16T16:49:01.499563+00:00
7111d7b2-7e80-4e23-b5d0-9f42595c6a80,"2, 3-BPG binds to sites of haemoglobin and the affinity for oxygen","4, decreases","1, decreases","4, increases","1, increases",B,"1, decreases","1, decreases2,3-BPG binds to 1 site of haemoglobin and decreases the affinity for oxygen.2, 3 Bisphosphoglycerate (2,3- BPG) or 2,3 Diphosphoglycerate 2,3- DPG)It is most abundant organic phosphate in RBC.",no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini-2.5-flash,B,"1, decreases",True,,,,,,2026-04-16T16:49:03.991838+00:00
406b5b4f-9ad4-42c0-9669-12d038df4ac8,Highest concentration of oxygen is delivered through?,Nasal cannula,Venturi mask,Bag and mask,Mask with reservoir,C,Bag and mask,Bag and mask-100% O2 Venturi mask- 60% O2 Nasal cannula - 40% O2 Mask with reservoir- 80-90% O2,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini-2.5-flash,D,Mask with reservoir,False,,,,FACTUAL_ERROR,"```json
{
  ""label"": """",
  ""reason"": ""The model incorrectly chose 'Mask with reservoir' (80-90% O2) as delivering the highest concentration of oxygen. The correct answer, 'Bag and mask', delivers 100% O2. This demonstrates a factual inaccuracy regarding the maximum oxygen delivery capabilities of the devices.""
}
```",2026-04-16T16:49:12.963670+00:00
8d2e7fe2-3354-44c2-8cdf-55ff23caaebb,Sharpest cusp is seen in,Upper Canine,Lower Canine,Upper Premolar,Lower premolar,A,Upper Canine,,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini-2.5-flash,A,Upper Canine,True,,,,,,2026-04-16T16:49:20.045661+00:00
7f0270fd-7d45-43ec-b77e-0038115bb845,A mother is Hbs Ag positive and anti Hbe Ag positive. Risk of transmission of Hep. B in child is:,20%,50%,0%,90%,A,20%,"Before answering these questions lets first discuss hepatitis in brief. Maternal infection: The acute infection is manifested by flu like illness as malaise, anorexia, nausea and vomiting. In majority, it remains asymptomatic. Jaundice is rare and fever is uncommon. Clinical course (HBV): Nearly 90–95% of patients clear the infection and have full recovery. 1% develop fulminant hepatitis resulting massive hepatic necrosis. 10-15% become chronic and 10% of these chronic cases suffer from chronic active hepatitis, cirrhosis and hepatocellular carcinoma. Diagnosis is confirmed by serological detection of HBsAg, HBeAg (denote high infectivity) and antibody to hepatitis B core antigen (HBcAg) and HBV DNA titer (107–1011). Screening: All pregnant women should be screened for HBV infection at first antenatal visit and it should be repeated during the third trimester for ‘high risk’ groups (intravenous drug abusers, sexual promiscuity, hemophilics, patients on hemodialysis or having multiple sex partners). Hepatitis C (HCV): It is recognized as the major cause of non-A, non-B hepatitis worldwide and is the leading cause of transfusion associated hepatitis. Transmission is mainly blood borne and to a lesser extent by faecal-oral route. It is responsible for chronic active hepatitis and hepatic failure. Perinatal transmission (10–40%) is high when coinfected with HIV and HBV. Detection is by antibody to HCV by EIA, which develops usually late in the infection. Confirmation is done by recombinant immunoblot assay (RIBA-3). Chronic carrier state is present. Breastfeeding is not contraindicated. Hepatitis D (HDV): It is seen in patients infected with HBV either as a co-infection or super infection. Perinatal transmission is known. Hepatitis E (HEV): Hepatitis E is the most important cause of non-A, non-B hepatitis in developing countries like India. Chronic carrier state is present. Perinatal transmission is uncommon. Maternal mortality is very high (15–20%).",no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini-2.5-flash,A,20%,True,,,,,,2026-04-16T16:49:25.328192+00:00
8b9a0e04-4281-418a-aa94-7414a325732f,"In a patient with competent lips together at rest, the lip
line is opposite the tips of the upper incisors. The lip line is then described as",Average,High,Incomplete,Low,D,Low,,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini-2.5-flash,A,Average,False,,,,FACTUAL_ERROR,"```json
{
  ""label"": """",
  ""reason"": ""The model incorrectly identifies a lip line opposite the tips of the upper incisors as 'Average'. In dental and orthodontic contexts, this specific position, where the lip line covers the incisal tips, is factually classified as 'Low', not 'Average'.""
}
```",2026-04-16T16:51:20.278513+00:00
a3da135a-a6a2-4e1c-8823-8ab0913f5668,"A patient presented to emergency with overdose some drug. There were increased salivation and increased bronchial secretions. On examination, blood pressure was 88/60 mmHg. RBC esterase level is 50. What should be the treatment of this person?",Neostigmine,Atropine,Flumazenil,Physostigmine,B,Atropine,"Low esterase levels are suggestive of overdose of some drug which acts by inhibiting acetyl choline esterase like organophosphate poisoning. Inhibition of choline esterase results In increased amount of Ach at synapse, so poisoning or overdose results in cholinergic symptoms like salivation, lacrimation, urination, emesis, increased bronchial secretions, reduction in blood pressure.So treatment Of choice is Atropine. Atropine -It is highly effective in counter-acting the muscarinic symptoms, but higher doses are required to antagonize the central effects. It does not reverse peripheral muscular paralysis which is a nicotinic action. All cases of anti-ChE (carbamate or organophosphate) poisoning must be promptly given atropine2 mg i.v. repeated every 10 min till dryness of mouth or other signs of atropinization appear (upto 200 mg has been administered in a day). Continued treatment with maintenance doses may be required for 1-2 weeks. Neostigmine and physostigmine worsens the signs and symptoms as these also act by inhibiting choline esterase. Physostigmine and flumazenil are respectively used for Atropine and benzodiazepines poisoning.",no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini-2.5-flash,B,Atropine,True,,,,,,2026-04-16T16:51:23.795988+00:00
7751b7ed-6aa4-4b9a-a03c-bb991a2936db,The current bar clasp design used is:,Mesio-occlusal rest,Disto-occlusal rest,Mesial or distal depending on the situation,Choice of the dentist,A,Mesio-occlusal rest,,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini-2.5-flash,A,Mesio-occlusal rest,True,,,,,,2026-04-16T16:51:28.512837+00:00
159339f1-1545-47f6-9aad-47c1282458b4,All of the following are true regarding Class-II inlay gingival margins preparation except?,Removal of week enamel rods,Increased metal burnishability,Lap sliding fit of metal margin,Margins of restoration in self-cleansable area,D,Margins of restoration in self-cleansable area,,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini-2.5-flash,A,Removal of week enamel rods,False,,,,FACTUAL_ERROR,"```json
{
  ""label"": """",
  ""reason"": ""The model incorrectly identified 'Removal of week enamel rods' (Option A) as the false statement. In dental cavity preparation, the removal of unsupported or 'weak' enamel rods is a standard and true principle to prevent fracture and ensure margin integrity. The model made a factual error by selecting a true statement as the exception.""
}
```",2026-04-16T16:52:39.228614+00:00
b6149b01-79a9-4d07-8cbc-828452b3906e,Breakdown of periodontal fibres in periodontitis is due to bacterial enzyme: (OR) Which of the following bacterial products have been implicated in initiation of inflammatory periodontal disease?,Collagenase,Hyaluronidase,Coagulase,None of the above,A,Collagenase,,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini-2.5-flash,A,Collagenase,True,,,,,,2026-04-16T16:53:06.148975+00:00
f0f91922-12fd-4213-871c-19e47532a6d6,"In a study, two groups of newborns are checked for their weights based on whether their mothers received food supplements or not. The appropriate test which can be used for comparing the data is:",Chi square test,Paired T-test,Student's T-test,Fischer exact test,C,Student's T-test,"Student's T-test(quantitative variable (weight) in two unrelated group of people.Hence, ""Student's t-test"" used.Student t-test:Used when outcome variable is normally distributed in population (for quantitative data).Ex: BP, blood glucose.",no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini-2.5-flash,C,Student's T-test,True,,,,,,2026-04-16T16:53:09.134734+00:00
3624dceb-9318-4aa7-add1-b4c2fbac3065,Which vitamin is required for glycogen Phosphorylase?,PLP,TPP,Riboflavin,Lipoic acid,A,PLP,"Glycogen phosphorylase is the rate limiting enzyme of glycogenolysis. And it requires PLP. The active form of vitamin B6 is the coenzyme pyridoxal phosphate (PLP) PLP can be synthesized from the three compounds pyridoxine, pyridoxal and pyridoxamine. This PLP for this enzyme Glycogen phosphorylase is not required as co-enzyme, but it act as a phosphate donor. Enzyme glycogen phosphorylase will cut glycogen a (1-4) bond apa and the glucose released are transferred in Glucose-1-phosphate and that phosphate is taken from PLP.",no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini-2.5-flash,A,PLP,True,,,,,,2026-04-16T16:53:11.689526+00:00
7b81cd07-3765-4f50-8b28-a88576f4223e,"A child's behaviour is traced to have dental difficulties
from	his	mother.	The	most	satisfactory	method	of
handling the situation is to:",Introduce another child as a good example,Modify his fear by familiarization,Use small amounts of barbiturates,Use firmness,B,Modify his fear by familiarization,,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini-2.5-flash,B,Modify his fear by familiarization,True,,,,,,2026-04-16T16:53:20.803144+00:00
e845e625-845e-4d02-ab3f-e00f2284d62e,Which of the following is the only complete cailage ring in the respiratory tree?,Cricoid cailage,Thyroid cailage,Cunieform cailage,Epiglottis,A,Cricoid cailage,(Cricoid cailage)(: BDC 5/e Vol lII/p238)Complete cailage ring is seen in Cricoid cailage.Cricoid cailage is shaped like a ring. It encircles the larynx below the thyroid cailage. It is thicker and stronger than the thyroid cailage.,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini-2.5-flash,A,Cricoid cailage,True,,,,,,2026-04-16T16:53:23.878042+00:00
fb79561d-8beb-4a31-aaa5-9350e20b0caa,Steps of intubation - arrange in sequence:- a. Head extension and flexion of neck b. Introduction of laryngoscope c. Inflation of cuff d. Check breath sounds with stethoscope e. fixation of the tube to prevent dislodgement,ABCDE,DBCEA,ACBED,CBAED,A,ABCDE,"For intubation: 1st step: Morning sniffing position: extension of atlanto-occipital joint and flexion of neck. 2nd step: Introduction of laryngoscope 3rd step: Push the tongue away, visualize the epiglottis, aryepiglottic fold, hinge the tip of laryngoscope with aryepiglottic fold and lift the laryngoscope to visualize the glottic opening. 4th step: Introduce ETT and inflate the cuff 5th check for bilateral breath sound FIXATION of the ETT.",no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini-2.5-flash,A,ABCDE,True,,,,,,2026-04-16T16:53:26.411659+00:00
67add9f9-94b5-40b2-904d-fb4965fb8309,In Erythroblastosis fetalis not involved is –,Anti C,Anti D,Anti E,Anti Lewis,D,Anti Lewis,"Erythroblastosis fetalis is caused by the transplacental passage of maternal antibody active against paternal RBC antigens of the infant and is characterized by an increased rate of RBC destruction. Although more than 60 different RBC antigens are capable of eliciting an antibody response, significant disease is associated primarily D antigen of Rh group and with A 0 incompatibility. Other rare antigens involved are - C or E antigen of Rh group RBC antigens - Cw, Cx, Cu, K (kell), M, Duffy, S, P, MNS, Xg, Lutheran, Diego and Kidd. Anti-Lewis antibodies do not cause disease.",no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,gemini-2.5-flash,D,Anti Lewis,True,,,,,,2026-04-16T16:53:30.690266+00:00
