id,question,A,B,C,D,correct_letter,correct_text,clean_exp,mode,model_name,model_id,answer_provider,answer_model_name,verifier_provider,verifier_model,verifier_model_name,predicted_letter,predicted_text,is_correct,retrieved_context,retrieved_ids,retrieved_scores,timestamp_utc,hallucination_label,hallucination_reason
384a9281-2ee1-480b-a7d8-fd3ef49558e5,27.	The lateral spread of dental caries is facilitated mostly  by the,Enamel spindles,Dentinoenamel junction,Enamel lamellae,Striae of Retzius,B,Dentinoenamel junction,,rag,ollama,llama3:latest,ollama,llama3:latest,gemini,gemini-2.5-flash,gemini-2.5-flash,B,Dentinoenamel junction,True,"Traditionally, dentists have relied upon a visual-tactile radiographic procedure for the detection of dental caries. This procedure involves the visual identification of demineralized areas (typically white spots) or suspicious pits or fissures and the use of the dental explorer to determine the presence of a loss of continuity or breaks in the enamel and to assess the softness or resilience of the enamel. Caries lesions located on interproximal tooth surfaces have generally been detected with the use of bitewing radiographs. These procedures have been used routinely in virtually every dental office in the United States for the past 50 years. Tactile probing with an explorer is no longer used for caries detection in most European countries, and this protocol has now been adopted by many U.S. dental schools. The primary concerns that led to the discontinuation of the probing procedure were as follows: 1. The insertion of the explorer into the suspected lesion inevitably disrupts the surface layer covering very early lesions, thereby eliminating the possibility for remineralization of the decalcified area; 2. The probing of lesions and suspected lesions results in the transport of cariogenic bacteria from one area to another; and 3. Frank lesions requiring restoration are generally apparent visually without the need for probing.

The duct runs forwards for a sho distance between the buccinator and the oral mucosa. Finally, the duct turns medically and opens into the vestibule of the mouth(gingivobuccal vestibule)opposite the crown of the upper second molar tooth. Notes: Parotid abscess may be caused by spread of infection from the opening of parotid duct in the mouth cavity. <img src="" /> .BDC VOL.3,Sixth edition pg 110

Inadequate attached gingiva around crowded incisors indicates the possibility of tissue dehiscence developing when the teeth are aligned, especially with non-extraction (arch expansion) treatment. proffit page 173",bf962e59-dbe7-43f8-a366-6db035e81c1f|3bad3d0c-b14c-4ec4-a203-a124976139a0|01292a7b-e4cf-47a6-874f-db071aa76942,0.5359|0.5803|0.5806,2026-04-20T17:23:03.667409+00:00,,
ae860b65-53a5-4547-b627-494174e15c3c,A second-year PG resident tells you to perform an ABG of a patient. All of the following are true about performing an ABG except:,"Before performing the ABG, syringe should be loaded with 0.3 cc of heparin","Normal pH, HCO. and PCO, levels may not indicate absence of an acid-base imbalance",A different site should be tried i f modified Allen's test is negative,Radial aery is the preferred site,A,"Before performing the ABG, syringe should be loaded with 0.3 cc of heparin","Before performing the ABG, syringe should be loaded with 0.3 cc of heparin(: Harrison 18/e p364; http:// emedicine.medscape.comlaiclell 902703-overview).Care should be taken when measuring blood gases to obtain the aerial blood sample without using excessive heparin.Heparin should be expelled from the syringe after loading as it may lead to false pCO2 readings.Precautions:Most syringes come pre-packaged & contain a small amount of heparin, to prevent coagulation.Other syringes may need to be heparinized, by drawing up a small amount of liquid heparin & squiing it out again to remove air bubbles.Once the sample is obtained, care is taken to eliminate visible gas bubbles, as these bubbles can dissolve into the sample & cause inaccurate results.",rag,ollama,llama3:latest,ollama,llama3:latest,gemini,gemini-2.5-flash,gemini-2.5-flash,A,"Before performing the ABG, syringe should be loaded with 0.3 cc of heparin",True,"Doctor should get informed consent from the patient or his relatives after explaining all procedures and risks before doing a surgery DUTIES OF REGISTERED MEDICAL PRACTITIONER TOWARDS PATIENT 1. Duty to exercise reasonable degree of skill and knowledge. 2. Duties in regard to attendance and examination. 3. Duty to furnish proper and suitable medicines. 4. Duty to give instructions. 5. Duties towards children and adults. 6. Consultation with a specialist. 7. Duties in regard to psychiatric patients. 8. Duties in regard to poisoning. 9. Duty to notify ceain diseases. to. Duties in regard to operative procedures. 11. Duties under Geneva convention. 12. Duties in convention with X-rays. 13. Professional Secrecy. : FORENSIC MEDICINE AND TOXICOLOGY Dr PC IGNATIUS THIRD EDITION PAGE 377

There is gross negligence A physician can be charged with criminal negligence in Section 304 A, when a patient dies from the effects of anesthesia during, an operation or other kind of treatment, if it can be proved that the death was the result if malicious intention, or gross negligence. ""Section 304-A deals with criminal negligence. Criminal negligence occurs when the doctor shows gross lack of competence or inaction, gross recklessness or wanton indifference to the patient's safety, or gross negligence in the selection and application of remedies. It involves an extreme depaure from the ordinary standard of care."" Inadveent Negligence (Accidental negligencel: Inadveent negligence can be called simple negligence. In this case, the harm done is neither foreseen nor willed Corporate Negligence: It occurs when a health care corporation failed to perform those duties, it owes directly to a patient or anyone else to whom it may extend. If such a duty is breached and patient is injured due to result of the breach, the organization can be held under the theory of corporate negligence. Res Ipsa Loquitur: Latin meaning of phrase is-the things or facts speaks for itself. This rule is applied when the following conditions are satisfied: That in the absence of negligence the injury would not have occurred ordinarily. That doctor had exclusive control over injury producing instrument or treatment That the patient was not guilty of contributory negligence.

Ans. is 'a' i.e.,Bhore Committe Bhore CommitteIt is also known as 'Health Survey and Development Committee'. Its recommendations were :1) Integration of preventive and curative services at all administration levels2) Sho term and long term recommendationsSho term : PHC to cater to a population of 40,000Long term (3 million plan) : PHC units to be set up with 75 bedded hospital for each 10,000 to 20,000 population3) Major charger in medical education including 3 months training in social and preventive medicine to prepare 'social physicians'.",39737315-2ffa-4f00-b60e-d2b37c9d6425|3edf72da-42f9-4a59-a539-5acb552acee6|4c3e57b3-a083-48ad-94b9-57a768bbf837,0.6527|0.6614|0.7499,2026-04-20T17:23:12.561624+00:00,,
84d89a4f-db04-402d-88ab-ca39f6eee8bd,Respiratory rhythm generation center is located at:,Dorsal respiratory group,Pre-Botzinger complex,Ventral respiratory neurons,Pneumotaxic center,B,Pre-Botzinger complex,Pre-Botzinger complexRef: ptically coupled pacemaker cells in the pre-Botzinger complex (pre-BOTC) on either side of the medulla between the nucleus ambiguus and the lateral reticular nucleus.The main components of the respiratory control pattern generator responsible for automatic respiration are located in the medulla. Rhythmic respiration is initiated by a small group of synaptically coupled pacemaker cells in the pre-Botzinger complex (pre-BOTC) on either side of the medulla between the nucleus ambiguus and the lateral reticular nucleus.,rag,ollama,llama3:latest,ollama,llama3:latest,gemini,gemini-2.5-flash,gemini-2.5-flash,B,Pre-Botzinger complex,True,"The respiratory center is located in the medulla oblongata and is involved in the minute-to-minute control of breathing. Unlike the cardiac system, respiratory rhythm is not produced by a homogeneous population of pacemaker cells : : 371,372,373

NREM sleep generation is associated with 5 anatomical sites: Basal forebrain area Thalamus Hypothalamus Dorsal raphe nucleus Nucleus tractus solitaries of the medulla Preoptic lesions produce hyposomnia, whereas electrical and thermal stimulation of this area produces sleep changes. Thalamus (especially reticular formation) plays an active role in production of coical sleep spindles and delta waves.

Thermoregulatory centre to shift to new level",33b9afa9-c8af-4f96-9399-55a561768239|c26ff4e0-825a-4916-9b06-405ba81be1fa|2e70fe87-78f9-4b7d-a7b0-121781b78acc,0.7092|0.7898|0.7949,2026-04-20T17:23:15.214514+00:00,,
b1cc4ab0-a82c-437a-88c2-00953f3618ff,Gait apraxia is seen in thromboembolic episode involving:,ACA,MCA,PCA,Posterior choroidal aery,A,ACA,"ACA (: Harrison 19/e p163, 18/e p193)Gait apraxia is seen in thromboembolic episode involving anterior cerebral aery.Frontal lobe is mainly supplied by anterior cerebral aery; its occlusion leads to gait apraxia",rag,ollama,llama3:latest,ollama,llama3:latest,gemini,gemini-2.5-flash,gemini-2.5-flash,A,ACA,True,"(Esophageal varices) Presence of massive haematemesis in the background of moderate splenomegaly suggests a diagnosis of esophageal varices secondary to poal hypeension. Esophageal varices : Most common presentation of esophageal varices is Hematemesis. 'Splenomegaly, sometimes with hipersplenism, is the next most common presenting feature in the poal vein obstruction.'

Catastrophic Life threatening Antiphospholipid Syndrome results from rapid onset thrombosis and ischemia in multiple organ systems and not from severe bleeding. However such bleeding episodes are rare after thrombotic spells even with severe thrombocytopenia, not leading to life threatening hemorrhage and occur as a result of consumptive thrombocytopenia. Hemorrhage is rarely associated with Lupus anticoagulant. : Hematological Complications in Obstetrics, Pregnancy and Gynecology By Rodger. L. Bick, Pages 150-152; Quality in Laboratory Hemostasis and Thrombosis By Steve Kitchen, Chapter 16;The Lupus Book: A Guide for Patients and Their Families By Daniel J. Wallace, 4th Edition, Chapter 21

Ans. is 'a' i.e., Sepsis Thrombocytopenias in ICU patients : Thrombocytopenia is a common laboratory abnormality that has been associated with adverse outcomes in ICU patients. Thrombocytopenia is defined as platelet count < 150 X 103 cells / mcL. Following table depicts the probable mechanisms and the causes for presence of thrombocytopenia in ICU patients.Thrombocytopenia in ICU : mechanisms and causesSix possible mechanisms Hemodilution Increased consumption Increased destruction Decreased production Increased sequestration Laboratory artifact (pseudothrombocytopenia) Specific causes Sepsis, multiorgan failure Trauma or major surgery Bone marrow failure (leukemia, aplastic anemia) Immune-mediated platelet consumption (ITP) Drug induced (heparin, GPIIb/GPIIa inhibitors, antibiotics) TIP and related disorders (HUS, TMA, and peripartum HELLP syndrome) Sepsis is the most common cause accounting for 48% of the total patients of thrombocytopenia in ICU patients. More than 25% of the patients have more than one associated cause.",4fd5e89b-9ec7-4917-9c75-e46af0336940|0d57aaeb-09fc-4f59-a071-37d070b2c9d1|d90c3714-243a-40af-b497-1dbec4fd341f,0.5867|0.6023|0.6146,2026-04-20T17:23:21.644348+00:00,,
f184a533-98b4-43ad-b1f5-70edc6704d9e,Heavy forces on periodontal ligament causes:,Hyalinization,Osteoclastic activity around tooth,Osteoblastic activity around tooth,Crest bone resorption,A,Hyalinization,,rag,ollama,llama3:latest,ollama,llama3:latest,gemini,gemini-2.5-flash,gemini-2.5-flash,A,Hyalinization,True,"Deltoid LigamentDeltoid ligament injuries involve the deltoid ligament that forms the medial pa of the anHe joint.It attaches the medial malleolus to multiple tarsal bones.It occurs due to eversion and/orpronation injury, or can be associated with lateral ankle fractures.

Viral Conjunctivitis is most commonly caused by Adenovirus.

In oral cavity CV causes: Herpangina Hand foot and mouth disease Acute lymphonodular pharyngitis.",4ad04b23-b54c-4899-b245-1f0f020dc71b|0bfc4bd8-8a99-4f3a-ac5e-78a73be88807|7962f32d-bfd6-40eb-af61-6c9cbd61519e,0.6343|0.6486|0.6527,2026-04-20T17:23:23.853393+00:00,,
26160738-1887-4252-86d4-1719a5a80bd3,"About N. gonorrhoea, all are true except",Most common cause of urethritis in male,All stains are highly susceptible to penicillin,Wide spread axoregnic stains cause disseminated gonococcal infection,Found exclusively in human beings,B,All stains are highly susceptible to penicillin,,rag,ollama,llama3:latest,ollama,llama3:latest,gemini,gemini-2.5-flash,gemini-2.5-flash,A,Most common cause of urethritis in male,False,"Ans. is 'a' i.e., N. gonococci Information in this question are ? Gram negative diplococci. Growth on modified Thayer-main media. o Neisseria gonorrhoeae is a gram negative diplococci and Thayer-main medium is the selective medium for gonococci. Lab diagnosis of gonorrhea Urethral discharge is the most impoant specimen. Transpo media La It processing is to occur within 6 hrs ---> Stua medium or A mies medium. If processing is to occur > 6 hrs --> JEMBEC or Gono - Pak system (media with self - contained CO2 -generating system). Cluture media In acute cases --> Chocolate agar or Muller - Hinton agar. In chronic cases ---> Selective medium - Thayer main medium. Normally the diagnosis of gonorrhoea is made by isolating the organism in culture. It may not be possible to obtain gonococci in culture from some chronic cases or from patients with metastatic lesions such as ahritis. Serological test may be of value in such instances. In serological tests antibodies to gonococcal pili, LPS and outer membrane proteins are detected. o Various tests are ? Complement fixation text Precipitation Passive agglutination lmmunofluorescence Radioimmunoassay Enzyme - linked immunosorbent assay (ELISA) However, no serological test has been found useful for routine diagnostic procedure.Immunobloting

Ans. is 'b' i.e., Gram negative diplococci o The genus Neisseria consists of Gram negative aerobic nonsporulating, non motile oxidase positive cocci typically arranged in pairs (diplococci).o Two important pathogens are -N. meningitidisN. gonorrhoeae

Ans. is 'c' i.e., 2 to 15 days Incubation period of gonorrhea is 2 - 8 days.",d1e57556-a49c-42d1-b73a-9927f5abe03a|ec1f1814-923b-4ba0-933c-7050718eb16d|436f4adf-a2cc-406d-9245-0e53856a3caa,0.5154|0.5781|0.5805,2026-04-20T17:24:41.818430+00:00,FACTUAL_ERROR,"```json
{
 ""label"": """",
 ""reason"": ""The question asks to identify the statement that is NOT true. The correct option is B, meaning statement B ('All stains are highly susceptible to penicillin') is false, and statements A, C, and D are true. The model chose option A ('Most common cause of urethritis in male'). This indicates a factual error because the model incorrectly identified statement A as false, when it is considered true in the context of the question (as it is not the designated exception). The model failed to correctly assess the factual status of statement A.""
}
```"
6ccd8adb-af24-4e58-82a1-9219dfa37057,"A patient who was on ventilator and being ventilated for past few days, suddenly pulls out the endotracheal tube. What is the next step of management?","Assess the patient, give bag and mask ventilation and look for spontaneous breathing",Sta bag and mask ventilation and reintubate,Sedate and reintubate,Make him sit and do physiotherapy,A,"Assess the patient, give bag and mask ventilation and look for spontaneous breathing","Assess the patient, give bag and mask ventilation and look for spontaneous breathingIn self-extubation, assess the patient, give bag and mask ventilation and look for spontaneous breathing.Unplanned ExtubationUnplanned extubation of mechanically ventilated patients is relatively commonSelf-extubation refers to the patient's action, who deliberately removes the endotracheal tube (MC type of unplanned extubation, typically occur at night)Accidental extubation is attributed either to personnel's inappropriate manipulation of the tube during patient care or to a non-purposeful patient's action, e.g. coughing (mostly occur in the morning) Risk Factors for Unplanned ExtubationPatient factorsStaff factorsMaleDeliriumLight sedationDifficulty in securing tube (e g. facial swelling, facial burns)Previous unplanned extubationJunior staffNurse-to-patient ratioInadequately secured endotracheal tubeand/or checks",rag,ollama,llama3:latest,ollama,llama3:latest,gemini,gemini-2.5-flash,gemini-2.5-flash,A,"Assess the patient, give bag and mask ventilation and look for spontaneous breathing",True,"Pneumothorax requires urgent needle thoracocentesis and/or Intercostal drainage. Pneumothorax is a known complication of endotracheal intubation and mechanical ventilation and is certainly not an indication for the same.

Immediate removal of the tracheostomy tube is best next step in the management in the above case -Suction of tube with sodium bicarbonate is done to avoid the blockage. -Suction of the tube with saline can't be used when there's a complete obstruction. - Jet ventilation is done below the level of larynx, when we're operating on the larynx.

(Cuffed endotracheal tube) : Bailey, 24th ed, p. 46; Ajay Yadav, p. 101A cuffed endotracheal tube is used to:1. Facilitate artificial airway ventilation or surgery around face or airway.2. Protection of lung if there is a risk of pulmonary aspiration.Predisposing factors for aspiration:1. Full stomach-- single, most important factor.2. | Level of consciousness.3. Conditions which reduce the tone of LES:Pregnancy (acid aspiration in late pregnancy- Mendelson syndrome)Abdominal tumorsObesity, hiatus herniaPresence of nasogastric tubeDrugs-Atropine, glycopyrrolate, opioids, thiopentone.4. Conditions delaying gastric emptyingDiabetes, hypothyroidism, pain, anxiety, anticholinergics, opium.Management:Prevention:Management - full stomach patients:1. Empty stomach2. H2blockers- to reduce acid production.3. Metoclopramide4. Neutralisation of gastric contents by antacids1. Regional anesthesia is preferred2. Awake intubation3. Rapid sequence intubation- Sellick maneuver",b2edd57b-e014-4684-a96d-50f5ae8fdf67|5602f3e5-6f42-4102-ab85-4e8426f8a377|78647e01-58cb-4288-98b9-1044314042fb,0.5503|0.5922|0.6003,2026-04-20T17:24:47.504989+00:00,,
e38402c3-69bf-40a8-90c4-09277ca352eb,"In a	6-month-old child, thick curd like white	patch
appears on the buccal mucosa. On rubbing it leaves an
erythematous patch. Most likely diagnosis is:",Tuberculosis,Lichen planus,Lupus erythematous,Candidiasis,D,Candidiasis,,rag,ollama,llama3:latest,ollama,llama3:latest,gemini,gemini-2.5-flash,gemini-2.5-flash,B,Lichen planus,False,"Ans. is 'b' i.e., Staphylococcus Impetigo Impetigo is a highly contagious, Gram-positive bacterial infection of superficial layer of epidermis. Impetigo occurs in Two forms : ? 1. Non - bullous impetigo (Impetigo contagiosa) It is the most common bacterial infection of children (occurs mainly in children in contrast to Bullous impetigo which occurs in infants). It is caused by both staphylococcus aureus and hemolytic group A streptococcus (Str. pyogens), though it is mostly caused by staph aureus. Most commonly occurs on face, i.e., around nose & mouth; and exposed pas, i.e., arms, legs. Presents erythematous macule/papule which changes into vesicle which soon ruptures with formation of crusting. Crust has characteristic features : - Honey-yellow colour in streptococcal impetigo. Waxy in staphylococcal impetigo. Lesion heal without scarring. Mucous membrane involvement is rare. Lymphadenopathy is common 2. Bullous impetigo It is caused by staphylococcus aureus most often phage type 71. It usually occurs in infants and manifests as vesicle that develop into bulla and later a pustule without any surrounding erythema. It mainly occurs on face. Mucous membrane may be involved (in contrast to impetigo contigiosa). Lymphadenopathy is rare.

All of the aboveNeonates may have minor physiological peculiarities which are of no serious consequences. These include(i) Regurgitation of milk (most neonates take out small amount of curdled milk soon after feed. Child is usually active and vomitus is never yellow or green colour)(ii) Transitional stools: It is the transition from meconium to the yellow homogenous stool of a breastfed infant and is physiological(iii) Erythema toxicum: The rash usually appears on 2nd or 3rd day of life. It is scattering of erythema macules, papules and even vesicles. It occurs commonly over trunk, face and extremities and palms and soles are spared.(iv) Mongolian spots: They are pigmented lesions found at birth. The area most commonly involved is the lumbosacral region, but occasionally in the upper back, arms, buttocks and legs may be involved.(v) Neonatal Jaundice: Jaundice is common physical finding (manifesting as yellowness of the skin of the face) when serum bilirubin exceeds 5mg/dl during the first week of life. As the degree of jaundice increases, there is cephalocaudal progression. Jaundice should be considering non - physiological if it has appeared within 24 hours of age, stains palms or soles or persists beyond 10-14 days.

Necrotizing enterocolitis (NEC) is a life-threatening condition seen mostly in premature infants. Although the precise etiology is unknown, contributing factors include GI tract ischemia, impaired host immunity, the presence of bacterial or viral pathogens, and the presence of breast milk or formula in the gut. Findings include bloody stools, abdominal distension, hypoxia, acidosis, and emesis. The initial diagnostic test of choice is plain film radiographs. The characteristic finding in NEC is pneumatosis intestinalis; free air in the peritoneum may also be seen. Perforation is a surgical emergency, otherwise observation and antibiotics are indicated.",3b71f9a9-a205-4ba2-8554-2d5d98acbca5|e89c0dce-e2fc-4848-b0ca-d979a55522cc|e7fae33e-47a9-47f4-afd0-82ac4ebeeb09,0.4986|0.5691|0.5746,2026-04-20T17:25:06.490121+00:00,FACTUAL_ERROR,"```json
{
 ""label"": """",
 ""reason"": ""The model chose Lichen planus, which is medically incorrect for the described symptoms. Oral lichen planus does not present as 'thick curd like white patches' that rub off to leave an erythematous patch, nor is it common in a 6-month-old child. The clinical description is a classic presentation of oral candidiasis (thrush). This is a direct factual misidentification of the condition based on the clinical presentation, not a subtle reasoning error between semantically close options.""
}
```"
9078aaca-bbfd-41cd-ad69-03057fca84ba,Characteristic of venous blood flow of lower limb in duplex Doppler is?,Monophasic,Biphasic,Triphasic,Non phasic,A,Monophasic,Doppler is based on frequency shift and color coding depends on the direction of blood flow Direction of blood flow:- Flow towards the probe- Red- Flow away from probe- Blue Intensity of color depends on velocity of flow Doppler effect: change in frequency because of relative motion between moving source of sound and observer. Direction of flow Color doppler showing CCA bifurcation Spectral doppler: Cursor is placed into the area of blood vessel we want to trace and its velocity is measured.An angle has to be maintained to obtain a proper image- Ideal angle = 0o (practically not possible)- Optimal angle = 45o-60o (never 90o) Spectral doppler of aeries Low resistance High resistance Example: Brain aeries ICA CCA VA- Renal aeries| Monophasic with pattern pulsatility Example: - Extremity aeries ECA | Triphasic pattern Normal Peripheral Aerial Waveform Triphasic waveform Initial high velocity forward flow component Early diastolic reverse flow component Late diastolic forward flow component Narrow systolic window Venous doppler:- It is Monophasic- during free breathing variations in amplitude due to cardiac and respiratory phasicity- In breath hold- pressure changes of . Atrium are reflected back in the major veins,rag,ollama,llama3:latest,ollama,llama3:latest,gemini,gemini-2.5-flash,gemini-2.5-flash,B,Biphasic,False,"B i.e. Venous return to hea increases immediately In standing posture, 300- 500m1 of blood pools in venous capacitance vessels of lower extremities, which is immediately returned towards heaQ on assuming lying down posture. Cardiovascular system Onlying On standing - Stroke volume - Cardiac output - Venous return - Central blood pool Increase Decrease - Central venous pressure - Aerial BP - Abdominal & limb flow - Hea rate - Peripheral venous pooling - Total peripheral resistance Decrease Increase - Abdominal & limb resistance - Small vein pressure

Ankle Brachial Index ABI= Systolic BP at the ankle/systolic BP in the arms Compared to the arm, lower blood pressure in the leg is an indication of blocked aeries (peripheral vascular disease) ABI is calculated by dividing the systolic blood pressure at the ankle by the systolic blood pressures in the arm ABI is calculated by dividing the systolic blood pressure at the ankle by the systolic blood pressures in the arm ABI Interpretation >1.2 Non-compressible, severely calcified vessel (in DM & ESRD) 1.0-1.2 Normal vessels 0.5-0.9 Intermittent claudication 0.1-0.4 Critical limb ischaemia( Ischaemic ulceration, gangrene) : Sabiston 20th edition Pgno :1758

There are two large cutaneous veins running up the arm. Both veins take origin from the dorsal venous arch of the hand and run up the lateral and medial sides of the arm. On the medial side (near the 5th digit) there is the basilic vein. On the lateral side (by the thumb), there is the cephalic vein. Since the infection is on the thumb side of the forearm, the correct answer is the cephalic vein. The median antebrachial vein runs down the center of the anterior forearm. The median cubital vein connects the cephalic vein to the basilic vein in the cubital fossa.",1871cc41-1e63-4584-a2fe-8b62b4e136b3|590e95ab-808c-4bac-a2b9-b4049c8193cb|97ea27b5-607d-4d97-a177-32de8a4c97b3,0.5860|0.5879|0.5974,2026-04-20T17:25:18.881222+00:00,FACTUAL_ERROR,"```json
{
 ""label"": """",
 ""reason"": ""The model incorrectly states that venous blood flow in the lower limb is biphasic. Medically, normal venous blood flow in the lower limb, as assessed by duplex Doppler, is characterized as monophasic with respiratory and cardiac phasicity. Biphasic flow is a characteristic typically associated with arterial flow, not venous flow. This is a direct factual inaccuracy regarding a fundamental concept in Doppler ultrasound.""
}
```"
ac6be140-880b-40c6-9855-01f30c8dd7b2,"The source of calcium ions of a calcific bridge in a
tooth in which calcium hydroxide pulpotomy has been
performed is:",Blood vessel borne,Derided cells,Dentin,From the calcium hydroxide,A,Blood vessel borne,,rag,ollama,llama3:latest,ollama,llama3:latest,gemini,gemini-2.5-flash,gemini-2.5-flash,A,Blood vessel borne,True,"Because the exposure site is likely significantly contaminated from the injury that occurred 24 hours previously, direct pulp capping with calcium hydroxide is contraindicated. A calcium hydroxide pulpectomy should not be the automatic procedure accomplished because continued root elongation and closure of the pulp canal will likely not occur. A calcium hydroxide pulpotomy is preferable for a traumatized tooth with an open apex with either a large exposure or a small exposure of several hours or days postinjury. Clinically, the tooth should be anesthetized and, under sterile conditions, and the clinician should open the pulp chamber in search of healthy pulp tissue. It is likely that vital tissue will be present within 24 hours of the injury.

Radiological Features of Hyperparathyroidism Subperiosteal resorption of terminal tufts of phalanges, lateral end of clavicle and symphysis pubis. Loss of lamina dura (i.e. thin coical bone of tooth socket surrounding teeth is seen as thin white line, is resorbed). Fig : Loss of Lamina Dura Brown Tumor Salt and Pepper appearance of skull Treatment: Direct parenteral supplementation of calcium. -Dental findings of other options : Osteomalacia- no tooth abnormality as such Rickets- enamel defect Deficiency of vitamin C- bleeding gums + dentine defects

(Decrease in serum calcitonin) : Serum calcitonin is no marker fir hyperparathyroidism. It antagonizes the actions of parathyroid hormone and may be used as a modality of treatment of hypercalcemia secondary to hyperparathyroidism. Markers of hyperparathyroidism (|ed PTH): 1. Increased serum calcium: Stimulates Vit D which causes increased absorption of Ca-H- from gut Increased calcium reabsorption from tubules Increases osteoblastic activity in bones and mobilizes calcium from bone into serum. 2. Decreased serum phosphorus: - PTH acts on tubules to increase excretion of phosphorus. 3. Increased 24 hr urine calcium: - Despite increased reabsorption of Ca++ in renal tubules urinary calcium is increased owing to increased filtration of calcium in glomerular filtrate. 4. Increased Alkaline phosphatase: -Increased resorption of bone leads to compensatory elevation of osteoblastic activity 5. Radiological changes: Subperiosteal resorption of phalanges is characteristic (hand X Rays are always advised) Bone resorption i.e. osteitis fibrosa et cystica (brown tumours) `Salt pepper' or 'pepper pot skull' appearance - Loss of lamina dura",86aa497f-98c5-4ada-a7a8-7c8f18895bf4|3d229f27-8d18-4198-a663-6d8c7ce506fb|9c40aa07-0f46-43b6-b8c0-82de8d34dc21,0.5100|0.5338|0.6187,2026-04-20T17:25:26.438118+00:00,,
7111d7b2-7e80-4e23-b5d0-9f42595c6a80,"2, 3-BPG binds to sites of haemoglobin and the affinity for oxygen","4, decreases","1, decreases","4, increases","1, increases",B,"1, decreases","1, decreases2,3-BPG binds to 1 site of haemoglobin and decreases the affinity for oxygen.2, 3 Bisphosphoglycerate (2,3- BPG) or 2,3 Diphosphoglycerate 2,3- DPG)It is most abundant organic phosphate in RBC.",rag,ollama,llama3:latest,ollama,llama3:latest,gemini,gemini-2.5-flash,gemini-2.5-flash,A,"4, decreases",False,"Left shift (high affinity for O2) Right shift (low affinity for O2) Temperature decrease increase 2.3-DPG decrease increase p(CO2) decrease increase p(CO) increase decrease pH (Bohr effect) increase (alkalosis) decrease (acidosis) Type of haemoglobin Fetal haemoglobin Adult haemoglobin

Hemoglobin, a tetrameric protein of erythrocytes, transpos O2 to the tissues and returns CO2 and protons to the lungs. The heme in haemoglobin is surrounded by a hydrophobic pocket, which is necessary in order for it to bind oxygen reversibly without undergoing oxidation or other undesirable reactions. : Kennelly P.J., Rodwell V.W. (2011). Chapter 6. Proteins: Myoglobin & Hemoglobin. In D.A. Bender, K.M. Botham, P.A. Weil, P.J. Kennelly, R.K. Murray, V.W. Rodwell (Eds), Harper's Illustrated Biochemistry, 29e.

Hemoglobin Combines Reversibly With Oxygen. Carbon monoxide (CO) combines with hemoglobin at the same point on the hemoglobin molecule as does O2 ; it can therefore displace O2 from the hemoglobin. CO2 reacts directly with amine radicals of the hemoglobin molecule to form the compound carbaminohemoglobin (CO2 Hgb). This combination of CO2 and hemoglobin is a reversible reaction that occurs with a loose bond, so the CO2 is easily released into the alveoli, where the PCO2 is lower than in the pulmonary capillaries. : :",5b2ac300-6988-4cd6-9c6a-b0d860cacde1|e465aa8b-44b0-4aed-89b6-f1747e63adea|50950cf4-e7fe-4d9c-bc89-b46b79f46233,0.5516|0.5791|0.5884,2026-04-20T17:25:36.263224+00:00,FACTUAL_ERROR,"```json
{
  ""label"": """",
  ""reason"": ""The model incorrectly states that 2,3-BPG binds to '4' sites of haemoglobin. Medically, 2,3-BPG binds to a single site in the central cavity of the deoxyhemoglobin tetramer, specifically interacting with the beta subunits. The model's assertion of '4' binding sites is a direct factual inaccuracy.""
}
```"
